,lat,lon
84604,22.3511148,78.6677428
84605,33.89829355,74.89634093792017
84606,24.89922,91.8685271
84607,,
84608,53.4071991,-2.99168
84611,-15.4164124,28.2824793
84612,22.3511148,78.6677428
84613,51.4816546,-3.1791934
84614,0.5198329,35.2715481
84615,51.5073219,-0.1276474
84616,,
84617,51.5073219,-0.1276474
84618,,
84619,10.9094334,78.3665347
84620,53.6917422,-1.3105722
84622,54.495797,8.8784857
84625,53.46310955,-2.291386485054536
84627,40.7896239,-73.9598939
84628,,
84631,6.4550575,3.3941795
84633,-17.831773,31.045686
84634,40.6526006,-73.9497211
84635,6.4296012,3.4172646
84636,54.8948478,-2.9362311
84637,30.8124247,34.8594762
84639,43.6534817,-79.3839347
84641,53.4071991,-2.99168
84642,-28.8166236,24.991639
84643,53.4794892,-2.2451148
84644,-37.8142176,144.9631608
84646,52.865196,-7.9794599
84648,53.4794892,-2.2451148
84649,51.745424,-2.2198605
84653,19.0785451,72.878176
84654,,
84655,52.5310214,-1.2649062
84657,50.720097,-1.8799272
84658,28.5707841,77.3271074
84660,53.2744122,-9.0490601
84661,37.7429319,-25.52759551749348
84662,10.33104495,76.21497041861484
84663,52.4143113,-4.0816846
84664,53.3498006,-6.2602964
84665,12.7948109,79.0006410968549
84666,55.6867243,12.5700724
84668,47.9515253,-116.6474546
84669,39.7837304,-100.445882
84670,52.4796992,-1.9026911
84671,53.486308,-2.2418991
84675,39.7837304,-100.445882
84677,7.056139,-1.40425
84678,51.5073219,-0.1276474
84682,51.5196647,-0.2106959
84683,6.4550575,3.3941795
84684,19.0785451,72.878176
84686,53.8611703,-2.5650887919475496
84687,,
84688,7.3384389,-2.3309226
84691,9.6000359,7.9999721
84692,51.7026571,-3.0327511
84693,34.68003014999999,76.76326540816436
84695,47.1817585,19.5060937
84697,51.5073219,-0.1276474
84698,9.6000359,7.9999721
84699,14.4684099,120.9894168
84700,-6.92144665,107.6770158552717
84701,6.4550575,3.3941795
84702,5.5571096,-0.2012376
84703,43.6534817,-79.3839347
84704,9.6000359,7.9999721
84705,39.9527237,-75.1635262
84706,53.46310955,-2.291386485054536
84707,50.720097,-1.8799272
84708,9.6000359,7.9999721
84711,9.6000359,7.9999721
84712,9.6000359,7.9999721
84713,50.3712659,-4.1425658
84714,,
84715,,
84716,9.6000359,7.9999721
84719,-1.30325275,36.82636768555869
84720,53.3806626,-1.4702278
84721,53.46310955,-2.291386485054536
84723,53.8179442,-3.0509812
84724,-1.30325275,36.82636768555869
84725,53.287009,-0.3035517
84728,9.6000359,7.9999721
84729,51.5073219,-0.1276474
84731,48.8588897,2.3200410217200766
84735,9.042019,7.525134480802102
84736,52.5310214,-1.2649062
84737,54.5859836,-6.9591554
84739,54.7023545,-3.2765753
84740,9.6000359,7.9999721
84742,53.46310955,-2.291386485054536
84748,53.4794892,-2.2451148
84750,53.5415797,-2.1147831
84753,,
84755,1.4419683,38.4313975
84756,38.7311123,-95.2414104
84759,9.6000359,7.9999721
84763,39.6269047,20.891521727604182
84767,52.9534193,-1.1496461
84769,11.8948389,8.5364136
84770,6.6048591000000005,3.3532040740949824
84771,53.7974185,-1.5437941
84772,25.15247135,85.00687848982191
84773,6.5269033,3.5774005
84774,12.9767936,77.590082
84775,9.6000359,7.9999721
84776,-1.30325275,36.82636768555869
84777,6.4550575,3.3941795
84780,9.6000359,7.9999721
84782,9.6000359,7.9999721
84783,5.5571096,-0.2012376
84784,54.63533405,-7.261148467859144
84790,53.4614265,-2.2881292
84791,,
84792,7.3777462,3.8972497
84794,5.5571096,-0.2012376
84795,51.77046785,0.4646697741230038
84796,22.3511148,78.6677428
84799,53.4794892,-2.2451148
84801,53.4877463,-2.2891921
84802,53.1459288,-1.0214971168122484
84803,52.9534193,-1.1496461
84806,53.1459288,-1.0214971168122484
84807,52.865196,-7.9794599
84808,40.7127281,-74.0060152
84809,,
84810,28.2590654,83.9266971
84811,-1.30325275,36.82636768555869
84813,,
84814,6.4550575,3.3941795
84815,22.3511148,78.6677428
84816,-6.5247123,35.7878438
84817,9.6000359,7.9999721
84818,53.4794892,-2.2451148
84819,7.3777462,3.8972497
84821,32.0852997,34.7818064
84823,54.73141115,-1.7919813357694694
84824,52.68064,-1.8243991722405983
84825,35.7803977,-78.6390989
84826,53.4794892,-2.2451148
84828,54.7023545,-3.2765753
84831,53.4794892,-2.2451148
84832,42.6384261,12.674297
84835,8.8367891,4.6688487
84837,6.4550575,3.3941795
84838,6.4550575,3.3941795
84840,24.8515132,79.9259786
84842,34.395342,-111.763275
84843,22.5414185,88.35769124388872
84844,19.0785451,72.878176
84845,17.4741961,78.31306855
84847,5.5571096,-0.2012376
84848,-6.3164761,106.7799977
84849,19.0974031,-70.3028026
84852,0.3177137,32.5813539
84854,22.3511148,78.6677428
84855,1.4419683,38.4313975
84859,-6.1753942,106.827183
84861,53.46310955,-2.291386485054536
84863,54.9058512,-1.3828727
84864,,
84865,10.7466905,-61.0840075
84866,-35.4883502,149.0026942
84867,41.1183758,-95.9101309
84870,9.6000359,7.9999721
84872,53.4794892,-2.2451148
84873,53.71698355,-6.376937127127516
84874,7.3777462,3.8972497
84875,-28.0023731,153.4145987
84877,6.4550575,3.3941795
84879,9.6000359,7.9999721
84882,9.6000359,7.9999721
84886,5.489736,7.0341973
84887,9.6000359,7.9999721
84892,6.4550575,3.3941795
84893,-2.4833826,117.8902853
84895,54.9146042,-1.4547405
84898,,
84899,53.8706463,-3.0000164
84900,52.6780419,-2.4514273
84901,53.4794892,-2.2451148
84903,,
84904,52.3106138,-0.8659129831915817
84905,48.8588897,2.3200410217200766
84907,53.4310417,-1.355187
84908,51.5612063,-3.7181452
84909,,
84911,9.6000359,7.9999721
84912,51.5073219,-0.1276474
84913,26.2540493,29.2675469
84914,53.7485046,-2.9990745
84916,6.6985605,-1.6233086
84919,54.7023545,-3.2765753
84920,34.2331373,-102.4107493
84922,,
84923,5.4844382,100.4901402
84924,27.1303344,80.859666
84926,-1.30325275,36.82636768555869
84928,,
84929,51.5073219,-0.1276474
84936,11.8395375,13.1536214
84938,4.8416028,6.8604088
84939,38.7311123,-95.2414104
84940,8.0300284,-1.0800271
84941,54.7023545,-3.2765753
84942,-6.5247123,35.7878438
84943,52.6510216,-7.2484948
84944,6.4550575,3.3941795
84946,,
84948,9.6000359,7.9999721
84949,6.1996918,8.0348906
84952,7.0126468,100.4828765
84953,,
84954,40.7127281,-74.0060152
84956,52.865196,-7.9794599
84958,51.31614545,-2.202432312992854
84959,6.4550575,3.3941795
84960,9.0643305,7.4892974
84961,25.07428235,55.18853865430702
84963,25.07428235,55.18853865430702
84966,9.0643305,7.4892974
84967,6.6985605,-1.6233086
84968,52.3057655,-1.9417444
84970,51.4683558,-0.3263111
84972,8.4963657,4.5480484
84975,,
84977,9.6000359,7.9999721
84978,52.9534193,-1.1496461
84979,,
84980,6.6985605,-1.6233086
84982,22.2693748,-97.8601671
84984,39.9527237,-75.1635262
84985,-17.831773,31.045686
84987,53.5462055,-113.491241
84988,-0.944035,36.5977889
84989,,
84991,33.6938118,73.0651511
84993,36.7014631,-118.755997
84994,-17.831773,31.045686
84997,13.7524938,100.4935089
84998,6.6985605,-1.6233086
84999,52.6510216,-7.2484948
85000,8.0300284,-1.0800271
85001,36.20330385,44.12399795602066
85006,5.8474757,-0.1752664
85007,52.2434979,5.6343227
85008,9.0643305,7.4892974
85009,3.2083304,101.304146
85011,52.5533796,13.3916482
85013,22.3511148,78.6677428
85014,55.001251,-125.002441
85015,4.5693754,102.2656823
85016,18.521428,73.8544541
85017,,
85019,0.5205193,35.26836857702479
85020,63.4449171,10.9127178
85028,,
85030,9.0643305,7.4892974
85033,51.456659,-0.9696512
85036,,
85039,9.0643305,7.4892974
85042,53.4877463,-2.2891921
85043,10.2116702,38.6521203
85049,8.4963657,4.5480484
85050,38.0750054,126.4559698629371
85051,6.3330586,5.6221058
85052,55.9454023,-3.2304561
85054,51.5156177,-0.0919983
85055,19.0785451,72.878176
85058,3.7203503,73.2244152
85059,5.5571096,-0.2012376
85062,52.3438386,0.3321745
85063,51.5073219,-0.1276474
85065,-31.9558964,115.8605801
85067,19.0785451,72.878176
85068,-25.836389,28.180278
85070,,
85071,6.4550575,3.3941795
85072,10.38301,11.206567
85073,51.5073219,-0.1276474
85075,-27.4689682,153.0234991
85076,2.9080665,11.2145527
85077,,
85078,45.9896587,-94.6113288
85080,38.6920451,-75.4013315
85083,36.029237550000005,14.252412694941704
85084,5.5273061,6.1784167
85085,8.0300284,-1.0800271
85087,29.9870753,31.2118063
85091,41.6047381,-71.6074257
85092,7.3661456,3.873859
85094,28.6138954,77.2090057
85096,50.416667,-4.75
85097,,
85098,-31.9558964,115.8605801
85101,6.6985605,-1.6233086
85102,7.3777462,3.8972497
85103,5.5468112,-0.2656595
85104,52.5310214,-1.2649062
85105,55.670249,10.3333283
85106,6.6076575,5.9722713
85109,1.4513227,124.8327635
85110,24.51595255,39.54138160106484
85111,59.3251172,18.0710935
85113,9.0643305,7.4892974
85114,32.8295183,-96.9442177
85115,,
85116,19.0785451,72.878176
85117,55.6867243,12.5700724
85124,52.0640034,-0.4111137556031092
85125,51.5384287,-0.0999051
85127,53.5633931,-2.0215265
85129,33.3947776,-104.523005
85130,50.9025349,-1.404189
85131,52.2928116,-3.73893
85132,52.9534193,-1.1496461
85133,38.5406255,-0.1290929
85134,37.15311785,-8.74187057134668
85135,-28.8166236,24.991639
85136,-1.30325275,36.82636768555869
85137,43.2469362,76.8939871
85139,22.9964948,87.6855882
85143,50.000678,-86.000977
85144,12.9767936,77.590082
85146,39.6474288,-75.51847818124668
85148,9.6000359,7.9999721
85149,11.4383564,75.696891
85151,5.5571096,-0.2012376
85153,31.2638905,-98.5456116
85154,52.865196,-7.9794599
85155,51.4680988,-0.0666715
85156,6.4550575,3.3941795
85157,52.5310214,-1.2649062
85159,0.3177137,32.5813539
85161,54.7023545,-3.2765753
85162,50.9420451,-2.6318629
85165,40.7395087,-79.1053129
85168,,
85172,51.5073219,-0.1276474
85174,,
85176,19.2812505,97.3291806
85177,0.8419732,32.4920389
85178,-7.355873300000001,109.66007275599358
85179,53.3899497,-2.5943178
85180,,
85181,-19.2785043,29.8790852
85182,51.5073219,-0.1276474
85183,1.4419683,38.4313975
85184,55.6259306,12.0846277
85185,-20.2759451,57.5703566
85186,53.56422555,-1.999924066646388
85190,-1.9646631,30.0644358
85191,6.4550575,3.3941795
85192,2.85795825,37.7154891859004
85196,54.3352856,-5.5450016
85198,54.5859836,-6.9591554
85199,51.5073219,-0.1276474
85200,21.19177615,72.9544157804841
85201,40.7127281,-74.0060152
85202,38.2542376,-85.759407
85203,6.4550575,3.3941795
85204,42.02331345,-93.61524984419444
85208,22.3511148,78.6677428
85209,6.4550575,3.3941795
85210,9.283333,7.0
85212,-1.950851,30.061507
85213,53.4794892,-2.2451148
85216,6.5225,3.36
85217,9.6000359,7.9999721
85218,53.2141028,-2.471770086071205
85220,,
85221,9.6000359,7.9999721
85222,53.4794892,-2.2451148
85223,8.0300284,-1.0800271
85224,,
85226,53.4794892,-2.2451148
85227,6.4550575,3.3941795
85229,53.7485046,-2.9990745
85230,51.3713049,-0.101957
85231,52.5310214,-1.2649062
85233,6.4550575,3.3941795
85235,51.5073219,-0.1276474
85240,-2.2675396,40.9010641
85242,53.3401912,-2.6329929
85243,22.3511148,78.6677428
85246,-17.4429061,15.3379073
85247,44.0748614,10.0968224
85248,,
85250,,
85251,50.6096257,-2.4543424
85254,52.68064,-1.8243991722405983
85256,39.1273653,-97.6568094
85258,45.1047195,7.6957581
85259,52.5310214,-1.2649062
85261,14.459898,121.0047458
85263,4.927456,-1.7490216
85265,,
85266,22.3511148,78.6677428
85269,50.6402809,4.6667145
85270,54.596391,-5.9301829
85271,51.5073219,-0.1276474
85272,33.6938118,73.0651511
85274,45.342904700000005,1.817642440612056
85275,-1.30325275,36.82636768555869
85276,7.5484047,4.4978307
85277,53.4794892,-2.2451148
85278,52.9559076,-1.1557387
85279,,
85280,52.5310214,-1.2649062
85281,-33.928992,18.417396
85282,43.6418623,-79.4113442
85283,19.0785451,72.878176
85284,18.4691988,-77.5362232
85286,9.6000359,7.9999721
85287,25.7741728,-80.19362
85290,,
85292,40.4167047,-3.7035825
85293,39.7837304,-100.445882
85295,53.4794892,-2.2451148
85296,27.7567667,-81.4639835
85297,53.9019984,-1.9898218
85299,-33.7983305,150.959439
85300,58.98313205,6.394641047340787
85302,40.5916447,-0.2981642
85305,31.263235,32.305505
85308,51.2715316,-0.3414523511290909
85310,39.6621648,-8.1353519
85313,5.5571096,-0.2012376
85314,5.5571096,-0.2012376
85316,53.3498006,-6.2602964
85318,-0.2802724,36.0712048
85319,0.3177137,32.5813539
85320,53.4794892,-2.2451148
85323,,
85324,-3.76222255,33.2320360738371
85325,34.2331373,-102.4107493
85326,0.3177137,32.5813539
85327,51.2011154,0.3053652
85329,-15.4164124,28.2824793
85330,54.7023545,-3.2765753
85332,53.4616583,-2.292451
85335,-12.6076318,15.7411039
85336,,
85337,34.9823018,33.1451285
85340,6.5269033,3.5774005
85341,53.7974185,-1.5437941
85345,-14.5189121,27.5589884
85346,,
85347,6.4550575,3.3941795
85349,7.5484047,4.4978307
85351,50.7255794,-3.5269497
85352,-25.6798828,28.2730697
85353,39.7837304,-100.445882
85354,5.8671966,8.5204774
85356,19.0785451,72.878176
85357,,
85359,51.5073219,-0.1276474
85360,50.83891575,-0.1269305425007466
85361,14.7477587,121.0488873
85362,22.3511148,78.6677428
85365,-26.5624806,31.3991317
85366,51.9994572,4.362724538543995
85367,5.5571096,-0.2012376
85369,38.8950368,-77.0365427
85372,32.7579739,-97.0669292
85373,39.7837304,-100.445882
85379,6.4550575,3.3941795
85382,22.3511148,78.6677428
85385,33.6938118,73.0651511
85386,53.5457188,-2.6264624
85388,43.7283874,-79.34914879325001
85391,23.4,58.14
85393,-31.5816667,151.3177778
85394,-24.6581357,25.9088474
85395,53.4794892,-2.2451148
85396,,
85397,9.6000359,7.9999721
85398,,
85400,6.4550575,3.3941795
85401,-1.2660433,36.8522117
85404,54.8948478,-2.9362311
85408,-37.8142176,144.9631608
85411,-1.30325275,36.82636768555869
85412,34.9823018,33.1451285
85413,54.7128009,-1.7517217
85414,34.0806516,35.830253
85415,-6.5247123,35.7878438
85416,50.5988926,-4.1006857
85423,-26.5443222,153.0507705
85424,,
85425,,
85426,-6.8160837,39.2803583
85427,51.9244424,4.47775
85428,53.4794892,-2.2451148
85429,9.0643305,7.4892974
85430,-1.30325275,36.82636768555869
85431,-28.8166236,24.991639
85432,,
85433,52.2609997,-7.1119081
85434,6.6985605,-1.6233086
85435,5.6596441,-0.0096592
85437,22.3511148,78.6677428
85438,,
85439,53.46310955,-2.291386485054536
85440,54.7023545,-3.2765753
85441,-37.8150187,144.9640686
85442,54.02080755,-6.383006295797293
85445,47.5614705,-52.7126162
85446,10.3528744,76.5120396
85449,5.5571096,-0.2012376
85450,5.4261241,-2.1286574
85452,54.6330108,-6.5192783
85453,-0.5530326,30.6907293
85454,-3.3696827,36.6880794
85455,-1.24139975,36.784112734047056
85456,37.35089885,-121.82751555
85457,53.4794892,-2.2451148
85459,37.35089885,-121.82751555
85460,-33.9617051,25.6207519
85461,,
85464,,
85466,5.8101532,0.0995242
85467,-0.6075271,30.6727052
85469,50.79683685,-2.34473226124306
85470,-28.8166236,24.991639
85473,53.4794892,-2.2451148
85474,54.9625789,-1.6019294
85475,-4.05052,39.667169
85477,,
85479,9.6519332,11.8176813
85480,,
85482,14.256033,45.345483
85483,8.0300284,-1.0800271
85484,-2.4833826,117.8902853
85486,-6.8592431,107.9206982
85488,51.507865,-0.1245597
85489,-17.831773,31.045686
85490,-6.24087,106.98876
85493,,
85495,52.5310214,-1.2649062
85496,2.90398245,101.78602883608004
85497,35.000074,104.999927
85498,52.865196,-7.9794599
85502,8.479004,-13.26795
85504,52.707755,-2.7540658
85505,40.886943,140.590121
85508,39.7837304,-100.445882
85509,6.4550575,3.3941795
85510,35.7803977,-78.6390989
85512,0.3177137,32.5813539
85514,53.4794892,-2.2451148
85516,37.35089885,-121.82751555
85518,,
85519,6.4550575,3.3941795
85520,30.8703881,-92.007126
85521,-1.9646631,30.0644358
85522,8.0300284,-1.0800271
85525,53.5120412,-2.2434612
85526,,
85528,51.3719507,1.1306951
85530,50.4183426,30.5284517
85532,22.5414185,88.35769124388872
85533,53.7435722,-0.3394758
85534,53.4794892,-2.2451148
85536,33.8397344,-118.0637073
85539,5.5468112,-0.2656595
85540,9.6000359,7.9999721
85541,51.5073219,-0.1276474
85543,,
85544,53.4794892,-2.2451148
85550,43.6534817,-79.3839347
85551,43.7283874,-79.34914879325001
85553,,
85554,52.5310214,-1.2649062
85555,,
85556,1.4419683,38.4313975
85558,34.4420602,117.5295201
85559,-1.30325275,36.82636768555869
85561,9.6000359,7.9999721
85562,6.4550575,3.3941795
85563,54.5859836,-6.9591554
85565,5.8101532,0.0995242
85566,5.5571096,-0.2012376
85568,42.3167397,-83.0373389
85569,6.4550575,3.3941795
85570,53.4877463,-2.2891921
85571,51.5073219,-0.1276474
85572,6.6173478,3.2982458
85573,,
85574,54.9930177,-7.3127401
85576,41.4193271,13.9676328
85580,-1.9646631,30.0644358
85583,,
85585,9.6000359,7.9999721
85588,8.0300284,-1.0800271
85591,50.83891575,-0.1269305425007466
85593,19.0785451,72.878176
85594,54.47853045,-3.06553306667584
85595,36.1672559,-115.148516
85596,52.865196,-7.9794599
85599,17.9751896,102.6223322
85601,,
85602,37.35089885,-121.82751555
85604,,
85605,54.9738474,-1.6131572
85606,-6.8160837,39.2803583
85609,7.3777462,3.8972497
85610,52.3727598,4.8936041
85612,28.38482105,-81.49621239999999
85613,,
85614,,
85615,11.8948389,8.5364136
85617,31.1157082,77.1791267
85618,33.0955793,44.1749775
85621,,
85623,43.6534817,-79.3839347
85624,6.4550575,3.3941795
85627,51.4816546,-3.1791934
85628,34.9823018,33.1451285
85631,,
85632,52.32130635,-1.5536905536661392
85633,45.4432761,-93.5899663
85636,13.470062,-15.4900464
85638,9.6000359,7.9999721
85639,51.5073219,-0.1276474
85640,,
85642,9.6000359,7.9999721
85643,9.6000359,7.9999721
85645,51.37112755,1.445067050000005
85646,0.3177137,32.5813539
85647,14.6493281,121.0756691
85650,54.7023545,-3.2765753
85651,53.4110754,-2.9982186
85653,,
85655,52.2337172,21.071432235636493
85656,51.4467444,-0.3281887
85657,-3.258229,-79.9864408
85658,50.6365654,3.0635282
85659,-1.30325275,36.82636768555869
85660,-6.1753942,106.827183
85661,8.0300284,-1.0800271
85664,38.9953683,21.9877132
85665,53.4794892,-2.2451148
85666,53.7944229,-1.7519186
85667,13.0836939,80.270186
85668,53.141098,-1.0320432
85669,24.5700734,84.7930022
85670,39.5162401,-76.9382069
85672,-35.4883502,149.0026942
85675,,
85676,37.9839412,23.7283052
85677,6.4550575,3.3941795
85678,53.0429175,0.1030734
85679,,
85680,33.7489924,-84.3902644
85681,22.2793278,114.1628131
85682,52.215933,19.134422
85686,-15.4164124,28.2824793
85687,,
85689,6.5536094,7.4143061
85690,43.7283874,-79.34914879325001
85691,-15.4164124,28.2824793
85694,-1.30325275,36.82636768555869
85695,41.3828939,2.1774322
85696,,
85698,-25.481944,30.984722
85699,7.482824,4.5604451
85700,51.5073219,-0.1276474
85702,7.75832225,4.575044734945106
85703,42.6073975,25.4856617
85704,6.9788582,3.4389293
85706,51.5073219,-0.1276474
85707,39.62136935,2.732844635466805
85708,51.7352192,0.6827153
85709,-24.7761086,134.755
85710,52.9770408,-0.0239836
85712,7.3777462,3.8972497
85713,53.4794892,-2.2451148
85714,60.1674881,24.9427473
85716,-1.036648,37.077523
85717,25.029422,-77.36195598496681
85718,1.4419683,38.4313975
85720,-15.4164124,28.2824793
85721,5.5571096,-0.2012376
85723,-3.85,39.2333
85724,22.3511148,78.6677428
85727,51.5073219,-0.1276474
85728,53.407901,-2.160243
85729,-1.30325275,36.82636768555869
85730,-33.928992,18.417396
85731,52.5310214,-1.2649062
85732,51.4680988,-0.0666715
85733,7.3505747,8.7772877
85734,53.5120412,-2.2434612
85735,-6.8160837,39.2803583
85736,19.0785451,72.878176
85737,52.5310214,-1.2649062
85738,54.9738474,-1.6131572
85740,39.4697065,-0.3763353
85743,-37.8150187,144.9640686
85744,-6.8160837,39.2803583
85745,34.0536909,-118.242766
85746,52.5310214,-1.2649062
85750,-2.4833826,117.8902853
85751,51.5073219,-0.1276474
85752,0.0859445,37.2389064
85753,0.3177137,32.5813539
85755,52.865196,-7.9794599
85756,9.6000359,7.9999721
85757,5.4261241,-2.1286574
85758,9.931308,76.2674136
85759,39.9622601,-83.0007065
85760,54.596391,-5.9301829
85761,52.3727598,4.8936041
85762,41.332052,19.8048247
85763,52.2928116,-3.73893
85764,9.6000359,7.9999721
85767,9.6000359,7.9999721
85770,5.5571096,-0.2012376
85771,50.64526255,36.5812955945439
85777,-29.0182683,28.2636997
85778,-6.9344694,107.6049539
85779,6.4550575,3.3941795
85780,-33.928992,18.417396
85782,0.3177137,32.5813539
85784,9.6000359,7.9999721
85786,24.638916,46.7160104
85787,,
85788,-1.30325275,36.82636768555869
85789,36.7014631,-118.755997
85790,-1.03207695,36.81568670212906
85791,51.5073219,-0.1276474
85792,22.5414185,88.35769124388872
85793,-2.4833826,117.8902853
85794,42.3167397,-83.0373389
85796,42.2205956,-71.0041229
85797,,
85798,-6.5962986,106.7972421
85799,-0.9247587,100.3632561
85800,-2.4833826,117.8902853
85802,40.9699889,-77.7278831
85803,39.7392364,-104.984862
85804,29.7589382,-95.3676974
85805,6.4550575,3.3941795
85813,6.4550575,3.3941795
85815,45.4641943,9.1896346
85818,42.6384261,12.674297
85819,-0.4192962,36.9517005
85820,,
85823,6.4550575,3.3941795
85824,5.5571096,-0.2012376
85825,52.6285694,1.2923049
85829,6.4550575,3.3941795
85830,6.4550575,3.3941795
85831,0.3177137,32.5813539
85832,38.3678386,-0.8961147
85833,52.9206106,-4.2332414
85836,,
85838,7.3777462,3.8972497
85839,52.5310214,-1.2649062
85840,1.4419683,38.4313975
85841,6.4550575,3.3941795
85842,5.8101532,0.0995242
85843,39.26243505,-76.48705853403081
85844,-37.8150187,144.9640686
85846,30.8675094,75.8625233
85848,53.2352134,-1.4264097
85849,52.6651733,0.1606824
85851,52.9534193,-1.1496461
85852,,
85853,32.7185614,74.8580917
85855,53.4506931,-2.9948834
85857,5.9678765,-1.7873448
85858,53.3421509,-2.7334941
85861,1.5333554,32.2166578
85863,0.3177137,32.5813539
85864,60.5000209,9.0999715
85867,51.0,10.0
85868,,
85870,52.865196,-7.9794599
85872,51.7687323,19.4569911
85874,22.3511148,78.6677428
85875,39.7837304,-100.445882
85876,51.20707485,0.7210361813401444
85877,-1.30325275,36.82636768555869
85878,9.6000359,7.9999721
85879,23.0216238,72.5797068
85881,6.1461619,6.8019088
85883,1.4419683,38.4313975
85885,6.4550575,3.3941795
85887,54.6436734,-6.7416008
85888,,
85889,4.7676576,7.0188527
85890,8.0300284,-1.0800271
85891,41.8755616,-87.6244212
85892,,
85895,53.5120412,-2.2434612
85899,49.4553775,17.4508621
85900,6.4550575,3.3941795
85901,53.4794892,-2.2451148
85902,54.7023545,-3.2765753
85903,4.7676576,7.0188527
85906,30.4380832,-84.2809332
85907,23.7644025,90.389015
85908,6.4550575,3.3941795
85910,6.4550575,3.3941795
85912,,
85915,-28.8166236,24.991639
85918,5.5571096,-0.2012376
85919,30.3308401,71.247499
85920,-1.30325275,36.82636768555869
85922,,
85925,-0.2802724,36.0712048
85926,54.9738474,-1.6131572
85927,9.6000359,7.9999721
85930,6.5536094,7.4143061
85932,-33.928992,18.417396
85933,5.5571096,-0.2012376
85934,13.0836939,80.270186
85935,52.215933,19.134422
85936,9.6000359,7.9999721
85937,53.4794892,-2.2451148
85938,52.5310214,-1.2649062
85939,9.0643305,7.4892974
85940,37.0300969,-76.3452057
85943,51.0,10.0
85944,,
85945,22.5414185,88.35769124388872
85946,-33.8698439,151.2082848
85949,45.73022675,-0.7212875872563794
85950,41.1519319,-74.0357266
85956,9.6000359,7.9999721
85958,42.3730556,-83.4927778
85961,-0.4180848,30.57373737754805
85962,54.8310454,-5.405540314586531
85964,-20.7453957,31.334138
85965,-6.8160837,39.2803583
85968,33.1838787,-97.1413417
85969,,
85970,53.46310955,-2.291386485054536
85971,7.2525595,5.1932647
85972,-6.26289085,106.88222894692834
85973,30.8703881,-92.007126
85974,54.7023545,-3.2765753
85978,6.4550575,3.3941795
85979,51.5073219,-0.1276474
85981,,
85985,,
85986,6.4550575,3.3941795
85988,27.708317,85.3205817
85989,8.6400349,-11.8400269
85990,,
85991,32.30382,-64.7561647
85992,4.7676576,7.0188527
85997,4.3901637,113.987330294489
86000,,
86003,22.3511148,78.6677428
86004,9.0643305,7.4892974
86005,,
86009,41.8755616,-87.6244212
86015,52.086531750000006,5.249007957671885
86017,-26.6500086,15.157266
86020,33.804826,-118.168259
86022,9.931308,76.2674136
86024,6.4550575,3.3941795
86026,51.5073219,-0.1276474
86027,-46.96312,167.6795
86028,51.5073219,-0.1276474
86029,39.7392364,-104.984862
86030,54.596391,-5.9301829
86032,,
86033,34.2331373,-102.4107493
86034,6.4550575,3.3941795
86035,51.5073219,-0.1276474
86037,53.46310955,-2.291386485054536
86038,-25.9363439,28.0813105
86041,6.4550575,3.3941795
86043,,
86044,59.6964936,10.175641950012762
86045,54.7023545,-3.2765753
86046,52.9559076,-1.1557387
86047,51.5760462,0.1822646
86055,50.71378935,-3.991113468179005
86056,21.928672050000003,105.98637605162554
86057,37.141043,42.695855
86058,54.7023545,-3.2765753
86060,51.5073219,-0.1276474
86062,,
86063,52.4796992,-1.9026911
86064,43.1686818,-74.5148642
86066,,
86067,54.8543237,-1.5750431
86068,51.4624325,-0.0101331
86076,,
86077,53.7974185,-1.5437941
86078,9.6000359,7.9999721
86079,53.4794892,-2.2451148
86080,39.3260685,-4.8379791
86082,8.0300284,-1.0800271
86083,-6.8160837,39.2803583
86084,54.7023545,-3.2765753
86085,,
86086,53.4381136,-2.2381747
86087,53.4794892,-2.2451148
86088,53.4310417,-1.355187
86089,26.9920987,41.4892578
86092,29.7589382,-95.3676974
86093,52.5310214,-1.2649062
86095,53.4794892,-2.2451148
86098,-26.205,28.049722
86099,25.07428235,55.18853865430702
86100,-37.8353176,145.0615929
86103,6.4550575,3.3941795
86104,39.6262264,19.9036023
86105,5.5571096,-0.2012376
86106,5.5571096,-0.2012376
86107,5.8101532,0.0995242
86110,,
86111,3.8689867,11.5213344
86113,6.4550575,3.3941795
86115,38.8051095,-77.0470229
86117,,
86118,-0.73894255,34.75398551201732
86119,,
86120,53.4794892,-2.2451148
86121,4.6150564,-74.1359348
86122,53.4794892,-2.2451148
86123,35.6828387,139.7594549
86125,39.6269047,20.891521727604182
86126,52.5310214,-1.2649062
86127,53.407901,-2.160243
86128,,
86129,6.5269033,3.5774005
86130,53.4794892,-2.2451148
86131,6.4550575,3.3941795
86133,9.6000359,7.9999721
86135,52.4796992,-1.9026911
86137,-26.205,28.049722
86140,,
86141,14.8971921,100.83273
86142,53.4794892,-2.2451148
86144,,
86145,54.2966697,-7.8714078
86147,51.5073219,-0.1276474
86149,33.3947776,-104.523005
86150,5.5571096,-0.2012376
86151,-6.8160837,39.2803583
86152,7.3777462,3.8972497
86153,-6.8160837,39.2803583
86154,,
86156,52.865196,-7.9794599
86157,52.5310214,-1.2649062
86159,40.4725491,-3.6425515
86160,36.8968052,-76.2602336
86161,51.4143513,-0.7449925
86162,51.3813864,-2.3596963
86163,53.4794892,-2.2451148
86164,46.7985624,8.2319736
86166,6.4550575,3.3941795
86167,18.521428,73.8544541
86168,22.3511148,78.6677428
